Record_type,Start_year,End_year,Date,Place_sign,Accounts_type,Area_content,State,Creator,Title,Useful_info,Reference,Page_start,Page_end,Digitized,Transcribed,Tabulated,Digitized_link,Transcription_link,Table_link,Archival_portal_link
Regnskap m. vedlegg,1645,1646,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Lensregnskap,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/1,x,x,x
Regnskap,1643,1646,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Ekstrakt av lensregnskapene,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/11,x,x,x
Regnskapsvedlegg,1645,1645,,,,Finnmark,Danmark,,Vardøhus len nr. 6,CKontribusjon jonsok og mikkelsmesse,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/12,x,x,x
Regnskapsvedlegg,1644,1645,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Ekstrakt av kontribusjonsmanntallene,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/29,x,x,x
Regnskapsvedlegg,1645,1645,,,,Finnmark,Danmark,,Vardøhus len nr. 6,DKoppskatt,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/30,x,x,x
Regnskap m. vedlegg,1646,1647,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Lensregnskap,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/54,x,x,x
Regnskapsvedlegg,1646,1646,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Kontribusjon mikkelsmesse og jul,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/54,x,x,x
Regnskapsvedlegg,1646,1646,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Revisjonsmerknader til skatten,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/72,x,x,x
Regnskapsvedlegg,1646,1646,,,,Finnmark,Danmark,,Vardøhus len nr. 6,1Kopi av kontribusjonsmanntallet mikkelsmesse og jul,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/76,x,x,x
Regnskapsvedlegg,1646,1646,,,,Finnmark,Danmark,,Vardøhus len nr. 6,2Oppgave over viss inntekt av lenet,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/91,x,x,x
Regnskapsvedlegg,1647,1647,,,Inventar,Finnmark,Danmark,,Vardøhus len nr. 6,4Inventarium på Vardøhus (våpen),AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/97,x,x,x
Regnskap m. vedlegg,1647,1648,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Lensregnskap,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/99,x,x,x
Regnskapsvedlegg,1638,1647,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Revisjonsmerknader til skattene,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/110,x,x,x
Regnskap m. vedlegg,1648,1649,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Lensregnskap,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/112,x,x,x
Regnskapsvedlegg,1647,1648,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Kontribusjoner jonsok 1647 og Martini 1647 og 1648,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/121,x,x,x
Regnskapsvedlegg,1647,1648,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Kopi av skattemanntallet 1647 og 1648,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/154,x,x,x
Regnskapsvedlegg,1647,1649,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Revisjonsmerknader,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/169,x,x,x
Regnskap m. vedlegg,1649,1650,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Lensregnksap,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/171,x,x,x
Regnskapsvedlegg,1649,1649,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Kontribusjon jonsok og mikkelsmesse,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/176,x,x,x
Regnskap m. vedlegg,1650,1651,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Lensregnskap,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/203,x,x,x
Regnskap,1650,1651,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Ekstrakt av lensregnkapet,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/242,x,x,x
Regnskapsvedlegg,1650,1650,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Kontribusjon jonsok og mikkelsmesse,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/244,x,x,x
Regnskapsvedlegg,1650,1651,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Revisjonsmerknader,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/272,x,x,x
Regnskapsvedlegg,1656,1656,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Endelig avregning med arvingene etter Hans Cunnimgham,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/279,x,x,x
Regnskapsvedlegg,1619,1651,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Register til kvittansiarum,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/286,x,x,x
Regnskap m. vedlegg,1651,1652,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Lensregnskap,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/302,x,x,x
Regnskapsvedlegg,1651,1651,,,,Finnmark,Danmark,,Vardøhus len nr. 6,AKontribusjon jonsok og mikkelsmesse,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/311,x,x,x
Regnskapsvedlegg,1651,1652,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Revisjonsmerknader,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/332,x,x,x
Regnskap m. vedlegg,1652,1653,,,,Finnmark,Danmark,,Vardøhus len nr. 6,Lensregnskap,AV/RA-EA-5023/R/Rb/Rbæ/L0006,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77151/337,x,x,x
Regnskap m. vedlegg,1652,1661,,,Lensregnskap,Finnmark,Danmark,,Vardøhus len nr. 7,Stykke/ mappe,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/1,x,x,x
Regnskapsvedlegg,1652,1652,,,,Finnmark,Danmark,,Vardøhus len nr. 7,BKontribusjon jonsok og mikkelsmesse,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/1,x,x,x
Regnskapsvedlegg,1652,1653,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Revisjonsmerknader,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/31,x,x,x
Regnskap m. vedlegg,1653,1654,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Lensregnskap,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/32,x,x,x
Regnskapsvedlegg,1653,1653,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Kontribusjon jonsok og mikkelsmesse,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/42,x,x,x
Regnskapsvedlegg,1653,1654,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Revisjonsmerknader,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/76,x,x,x
Regnskap m. vedlegg,1654,1655,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Lensregnskap,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/80,x,x,x
Regnskapsvedlegg,1654,1654,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Kontribusjons jonsok og mikkelsmesse,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/85,x,x,x
Regnskap m. vedlegg,1655,1656,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Lensregnskap,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/118,x,x,x
Regnskapsvedlegg,1655,1655,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Kontribusjon jonsok og mikkelsmesse,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/124,x,x,x
Regnskap m. vedlegg,1656,1657,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Lensregnskap,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/153,x,x,x
Regnskapsvedlegg,1656,1656,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Kontribusjon jonsok og mikkelsmesse,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/158,x,x,x
Regnskapsvedlegg,1654,1657,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Revisjonsmerknader,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/188,x,x,x
Regnskap m. vedlegg,1657,1658,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Lensregnskap,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/193,x,x,x
Regnskapsvedlegg,1657,1657,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Kontribusjon jonsok og mikkelsmesse,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/199,x,x,x
Regnskap m. vedlegg,1658,1659,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Lensregnskap,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/219,x,x,x
Regnskapsvedlegg,1658,1658,,,,Finnmark,Danmark,,Vardøhus len nr. 7,AKontribusjon jonsok og mikkelsmesse,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/224,x,x,x
Regnskap m. vedlegg,1659,1660,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Lensregnskap,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/252,x,x,x
Regnskapsvedlegg,1659,1659,,,,Finnmark,Danmark,,Vardøhus len nr. 7,"BKontribusjon jonsok, Martini og jul",AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/258,x,x,x
Regnskap m. vedlegg,1660,1661,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Lensregnskap,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/280,x,x,x
Regnskapsvedlegg,1660,1660,,,,Finnmark,Danmark,,Vardøhus len nr. 7,CKontribusjon jonsok og mikkelsmesse,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/286,x,x,x
Regnskapsvedlegg,1657,1661,,,,Finnmark,Danmark,,Vardøhus len nr. 7,Revisjonsmerknader,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/315,x,x,x
Regnskapsvedlegg,1651,1661,,,,Finnmark,Danmark,,Vardøhus len nr. 7,[Revisjonsmerknader 1657-1661]:,AV/RA-EA-5023/R/Rb/Rbæ/L0007,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/77152/319,x,x,x
Regnskap m. vedlegg,1661,1679,,,Fogderegnskap,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Stykke/ mappe,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/1,x,x,x
Innholdsfortegnelse,1661,1670,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Innholdsfortegnelse mappe 1,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/1,x,x,x
Regnskapsvedlegg,1661,1662,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Kongebrev om skatt,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/2,x,x,x
Regnskapsvedlegg,1661,1661,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Bumenn og deres drenger,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/10,x,x,x
Regnskapsvedlegg,1662,1662,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Bumenn og deres drenger,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/24,x,x,x
Regnskapsvedlegg,1663,1663,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Bumenn og deres drenger,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/36,x,x,x
Regnskapsvedlegg,1664,1664,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Bumenn og deres drenger,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/49,x,x,x
Regnskapsvedlegg,1666,1666,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Bumenn og deres drenger,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/62,x,x,x
Regnskapsvedlegg,1666,1666,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",23 tingsvitner om skatt,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/93,x,x,x
Regnskapsvedlegg,1666,1666,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Bumennene. Smørskatt,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/123,x,x,x
Regnskapsvedlegg,1666,1666,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Nordmenn og finner langs sjøkanten. Prinsessestyr,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/144,x,x,x
Regnskapsvedlegg,1668,1668,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Nordmenn og finner langs sjøkanten. Prinsessestyr,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/159,x,x,x
Regnskapsvedlegg,1669,1669,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Nordmenn og finner langs sjøkanten. Prinsessestyr,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/179,x,x,x
Regnskapsvedlegg,1668,1668,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",F Sikt og sakefall,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/197,x,x,x
Regnskapsvedlegg,1669,1669,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Løse dokumenter,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/201,x,x,x
Regnskapsvedlegg,1668,1670,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Antegnelser,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/215,x,x,x
Innholdsfortegnelse,1671,1672,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Innholdsfortegnelse mappe 2,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/221,x,x,x
Regnskapsvedlegg,1671,1671,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",A Bumenn og deres drenger,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/222,x,x,x
Regnskapsvedlegg,1672,1672,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",B Bumenn og deres drenger,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/241,x,x,x
Regnskap m. vedlegg,1671,1672,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Regnskap,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/257,x,x,x
Regnskapsvedlegg,1671,1672,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Utgiftsvedlegg,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/258,x,x,x
Regnskapsvedlegg,1671,1672,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Antegnelser,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/271,x,x,x
Innholdsfortegnelse,1673,1676,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Innholdsfortegnelse mappe 3,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/275,x,x,x
Regnskapsvedlegg,1673,1674,,,,Øst-Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Bumenn og deres drenger i Øst-Finnmark,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/277,x,x,x
Regnskapsvedlegg,1673,1673,,,,Vest-Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Bumenn og deres drenger i Vest-Finnmark,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/291,x,x,x
Regnskapsvedlegg,1674,1674,,,,Vest-Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Bumenn og deres drenger i Vest-Finnmark,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/303,x,x,x
Regnskapsvedlegg,1675,1675,,,,Øst-Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Bumenn og deres drenger i Øst-Finnmark,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/315,x,x,x
Regnskapsvedlegg,1675,1675,,,,Vest-Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Bumenn og deres drenger i Vest-Finnmark,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/329,x,x,x
Regnskapsvedlegg,1676,1676,,,,Øst-Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Bumenn og deres drenger i Øst-Finnmark,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/342,x,x,x
Regnskapsvedlegg,1676,1676,,,,Vest-Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Bumenn og deres drenger i Vest-Finnmark,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/356,x,x,x
Innholdsfortegnelse,1677,1679,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Innholdfortegnelse mappe 4,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/371,x,x,x
Regnskap m. vedlegg,1677,1679,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4849",Regnskap,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/372,x,x,x
Regnskapsvedlegg,1677,1677,,,,Øst-Finnmark,Danmark,,"Fogderegnskap, nr. 4849",A Bumenn og deres drenger i Øst-Finnmark,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/377,x,x,x
Regnskapsvedlegg,1678,1678,,,,Øst-Finnmark,Danmark,,"Fogderegnskap, nr. 4849",B Bumenn og deres drenger i Øst-Finnmark,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/390,x,x,x
Regnskapsvedlegg,1679,1679,,,,Øst-Finnmark,Danmark,,"Fogderegnskap, nr. 4849",C Bumenn og deres drenger i Øst-Finnmark,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/404,x,x,x
Regnskapsvedlegg,1677,1678,,,,Vest-Finnmark,Danmark,,"Fogderegnskap, nr. 4849",D Bumenn og deres drenger i Vest-Finnmark,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/417,x,x,x
Regnskapsvedlegg,1678,1679,,,,Vest-Finnmark,Danmark,,"Fogderegnskap, nr. 4849",E Bumenn og deres drenger i Vest-Finnmark,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/429,x,x,x
Regnskapsvedlegg,1679,1680,,,,Vest-Finnmark,Danmark,,"Fogderegnskap, nr. 4849",F Bumenn og deres drenger i Vest-Finnmark,RA/EA-4092/R69/L4849,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48947/442,x,x,x
Regnskap m. vedlegg,1680,1690,,,Fogderegnskap,Finnmark,Danmark,,"Fogderegnskap, nr. 4850",Stykke/ mappe,RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/1,x,x,x
Innholdfortegnelse,1680,1685,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4850",Innholdfortegnelse mappe 1,RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/1,x,x,x
Regnskapsvedlegg,1680,1680,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4850",Finner som gir hel og halv leidang og skattefisk,RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/2,x,x,x
Regnskapsvedlegg,1684,1684,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4850",12 tingsvitner om skatten,RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/5,x,x,x
Regnskapsvedlegg,1685,1685,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4850",Fogdens embetsbrev,RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/20,x,x,x
Innholdfortegnelse,1686,1686,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4850",Innholdsfortegnelse mappe 2,RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/26,x,x,x
Regnskap,1686,1686,,,,Øst-Finnmark,Danmark,,"Fogderegnskap, nr. 4850",Summarisk ekstrakt av innt. og utg. i Øst-Finnmark,RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/27,x,x,x
Regnskapsvedlegg,1686,1686,,,,Øst-Finnmark,Danmark,,"Fogderegnskap, nr. 4850",Leidang av nordmenn og tjenestedr. i Øst-Finnmark,RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/31,x,x,x
Regnskapsvedlegg,1686,1686,,,,Øst-Finnmark,Danmark,,"Fogderegnskap, nr. 4850","Leidang av finner i Varanger, Tana og Laksefjord",RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/41,x,x,x
Regnskapsvedlegg,1686,1686,,,,Øst-Finnmark,Danmark,,"Fogderegnskap, nr. 4850","Skatt av finner i Varanger, Tana og Laksefjord",RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/47,x,x,x
Regnskapsvedlegg,1686,1686,,,,Øst-Finnmark,Danmark,,"Fogderegnskap, nr. 4850",C Skatt av Østerhavsfinner og fjellfinner i Øst-F.,RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/53,x,x,x
Regnskapsvedlegg,1686,1686,,,,Øst-Finnmark,Danmark,,"Fogderegnskap, nr. 4850",D Sikt og sakefall i Øst-Finnmark,RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/57,x,x,x
Regnskapsvedlegg,1686,1686,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4850",Supplikker og brev,RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/59,x,x,x
Innholdfortegnelse,1688,1688,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4850",Innholdsregister mappe 3,RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/72,x,x,x
Regnskap,1688,1688,,,,Finnmark,Danmark,,"Fogderegnskap, nr. 4850",Regnskap,RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/73,x,x,x
Regnskapsvedlegg,1688,1688,,,,Øst-Finnmark,Danmark,,"Fogderegnskap, nr. 4850",A Skatt av Østerhavsfinner og fjellfinner i Øst-F.,RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/75,x,x,x
Regnskapsvedlegg,1688,1688,,,,Vest-Finnmark,Danmark,,"Fogderegnskap, nr. 4850",B Skatt av fjellfinnene i Vest-Finnmark,RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/81,x,x,x
Regnskapsvedlegg,1688,1688,,,,Vest-Finnmark,Danmark,,"Fogderegnskap, nr. 4850",C Skatt av sjøfinner i Vest-Finnmark,RA/EA-4092/R69/L4850,,,Ja,Nei,Nei,https://media.digitalarkivet.no/view/48948/84,x,x,x
